   1.3806743e+00   7.5151151e-01   0.0000000e+00   7.5080155e-02   6.2683908e-01   1.1649535e+00   1.0433445e+00
   1.0433445e+00   1.3806743e+00   7.5151151e-01   3.5160690e-01   7.5080155e-02   6.2683908e-01   6.6433321e-01
   6.6433321e-01   1.0433445e+00   1.3806743e+00  -6.9651254e-01   3.5160690e-01   7.5080155e-02  -4.9086619e-02
  -4.9086619e-02   6.6433321e-01   1.0433445e+00   1.6961425e+00  -6.9651254e-01   3.5160690e-01   6.6174756e-01
   6.6174756e-01  -4.9086619e-02   6.6433321e-01   5.9059778e-02   1.6961425e+00  -6.9651254e-01   1.2149818e+00
   1.2149818e+00   6.6174756e-01  -4.9086619e-02   1.7970718e+00   5.9059778e-02   1.6961425e+00   1.8246084e+00
   1.8246084e+00   1.2149818e+00   6.6174756e-01   2.6406853e-01   1.7970718e+00   5.9059778e-02   1.8731052e+00
   1.8731052e+00   1.8246084e+00   1.2149818e+00   8.7167329e-01   2.6406853e-01   1.7970718e+00   1.5317123e+00
   1.5317123e+00   1.8731052e+00   1.8246084e+00  -1.4461715e+00   8.7167329e-01   2.6406853e-01   8.7990865e-02
   8.7990865e-02   1.5317123e+00   1.8731052e+00  -7.0116535e-01  -1.4461715e+00   8.7167329e-01  -1.2703638e+00
  -1.2703638e+00   8.7990865e-02   1.5317123e+00   1.2459821e+00  -7.0116535e-01  -1.4461715e+00  -2.7646568e-01
  -2.7646568e-01  -1.2703638e+00   8.7990865e-02  -6.3897700e-01   1.2459821e+00  -7.0116535e-01   2.0705323e-01
   2.0705323e-01  -2.7646568e-01  -1.2703638e+00   5.7735022e-01  -6.3897700e-01   1.2459821e+00   2.5486882e-01
   2.5486882e-01   2.0705323e-01  -2.7646568e-01  -3.6002963e-01   5.7735022e-01  -6.3897700e-01   1.2575898e-01
   1.2575898e-01   2.5486882e-01   2.0705323e-01  -1.3557629e-01  -3.6002963e-01   5.7735022e-01  -2.0935811e-01
  -2.0935811e-01   1.2575898e-01   2.5486882e-01  -1.3493385e+00  -1.3557629e-01  -3.6002963e-01  -1.0796875e+00
  -1.0796875e+00  -2.0935811e-01   1.2575898e-01  -1.2704499e+00  -1.3493385e+00  -1.3557629e-01  -2.0376320e+00
  -2.0376320e+00  -1.0796875e+00  -2.0935811e-01   9.8457027e-01  -1.2704499e+00  -1.3493385e+00  -9.9175172e-01
  -9.9175172e-01  -2.0376320e+00  -1.0796875e+00  -4.4880614e-02   9.8457027e-01  -1.2704499e+00   1.4301154e-01
   1.4301154e-01  -9.9175172e-01  -2.0376320e+00  -7.9894452e-01  -4.4880614e-02   9.8457027e-01  -2.9941239e-01
  -2.9941239e-01   1.4301154e-01  -9.9175172e-01  -7.6517243e-01  -7.9894452e-01  -4.4880614e-02  -1.0849761e+00
  -1.0849761e+00  -2.9941239e-01   1.4301154e-01   8.6173490e-01  -7.6517243e-01  -7.9894452e-01  -4.0124776e-01
  -4.0124776e-01  -1.0849761e+00  -2.9941239e-01  -5.6225124e-02   8.6173490e-01  -7.6517243e-01   2.8731328e-01
   2.8731328e-01  -4.0124776e-01  -1.0849761e+00   5.1347817e-01  -5.6225124e-02   8.6173490e-01   5.4189523e-01
   5.4189523e-01   2.8731328e-01  -4.0124776e-01   3.9668087e-01   5.1347817e-01  -5.6225124e-02   7.4975438e-01
   7.4975438e-01   5.4189523e-01   2.8731328e-01   7.5621897e-01   3.9668087e-01   5.1347817e-01   1.0308724e+00
   1.0308724e+00   7.4975438e-01   5.4189523e-01   4.0048602e-01   7.5621897e-01   3.9668087e-01   1.1011132e+00
   1.1011132e+00   1.0308724e+00   7.4975438e-01  -1.3413807e+00   4.0048602e-01   7.5621897e-01  -1.8047884e-01
  -1.8047884e-01   1.1011132e+00   1.0308724e+00   3.7504102e-01  -1.3413807e+00   4.0048602e-01  -6.3948051e-01
  -6.3948051e-01  -1.8047884e-01   1.1011132e+00   1.1251618e+00   3.7504102e-01  -1.3413807e+00   5.4722470e-01
   5.4722470e-01  -6.3948051e-01  -1.8047884e-01   7.2864159e-01   1.1251618e+00   3.7504102e-01   1.4261107e+00
   1.4261107e+00   5.4722470e-01  -6.3948051e-01  -2.3774543e+00   7.2864159e-01   1.1251618e+00  -4.4102059e-01
  -4.4102059e-01   1.4261107e+00   5.4722470e-01  -2.7378242e-01  -2.3774543e+00   7.2864159e-01  -1.7483867e+00
  -1.7483867e+00  -4.4102059e-01   1.4261107e+00  -3.2293992e-01  -2.7378242e-01  -2.3774543e+00  -1.3107936e+00
  -1.3107936e+00  -1.7483867e+00  -4.4102059e-01   3.1798792e-01  -3.2293992e-01  -2.7378242e-01  -4.2342932e-01
  -4.2342932e-01  -1.3107936e+00  -1.7483867e+00  -5.1117221e-01   3.1798792e-01  -3.2293992e-01  -2.4400623e-01
  -2.4400623e-01  -4.2342932e-01  -1.3107936e+00  -2.0413453e-03  -5.1117221e-01   3.1798792e-01  -3.2814557e-01
  -3.2814557e-01  -2.4400623e-01  -4.2342932e-01   1.6065110e+00  -2.0413453e-03  -5.1117221e-01   8.6110360e-01
   8.6110360e-01  -3.2814557e-01  -2.4400623e-01   8.4764863e-01   1.6065110e+00  -2.0413453e-03   1.8393986e+00
   1.8393986e+00   8.6110360e-01  -3.2814557e-01   2.6810081e-01   8.4764863e-01   1.6065110e+00   1.5227553e+00
   1.5227553e+00   1.8393986e+00   8.6110360e-01  -9.2348909e-01   2.6810081e-01   8.4764863e-01   1.3892788e-01
   1.3892788e-01   1.5227553e+00   1.8393986e+00  -7.0499388e-02  -9.2348909e-01   2.6810081e-01  -6.0950822e-01
  -6.0950822e-01   1.3892788e-01   1.5227553e+00   1.4789135e-01  -7.0499388e-02  -9.2348909e-01  -3.0631286e-01
  -3.0631286e-01  -6.0950822e-01   1.3892788e-01  -5.5709364e-01   1.4789135e-01  -7.0499388e-02  -3.6036054e-01
  -3.6036054e-01  -3.0631286e-01  -6.0950822e-01  -3.3670570e-01  -5.5709364e-01   1.4789135e-01  -6.3731739e-01
  -6.3731739e-01  -3.6036054e-01  -3.0631286e-01   4.1522746e-01  -3.3670570e-01  -5.5709364e-01  -2.1805691e-01
  -2.1805691e-01  -6.3731739e-01  -3.6036054e-01   1.5578135e+00   4.1522746e-01  -3.3670570e-01   1.1616214e+00
   1.1616214e+00  -2.1805691e-01  -6.3731739e-01  -2.4442989e+00   1.5578135e+00   4.1522746e-01  -1.4523397e-01
  -1.4523397e-01   1.1616214e+00  -2.1805691e-01  -1.0981954e+00  -2.4442989e+00   1.5578135e+00  -2.0874799e+00
  -2.0874799e+00  -1.4523397e-01   1.1616214e+00   1.1226479e+00  -1.0981954e+00  -2.4442989e+00  -1.0143073e+00
  -1.0143073e+00  -2.0874799e+00  -1.4523397e-01   5.8166726e-01   1.1226479e+00  -1.0981954e+00   6.2827979e-01
   6.2827979e-01  -1.0143073e+00  -2.0874799e+00  -2.7135430e-01   5.8166726e-01   1.1226479e+00   6.2412102e-01
   6.2412102e-01   6.2827979e-01  -1.0143073e+00   4.1419131e-01  -2.7135430e-01   5.8166726e-01   3.9105314e-01
   3.9105314e-01   6.2412102e-01   6.2827979e-01  -9.7781423e-01   4.1419131e-01  -2.7135430e-01  -3.1794818e-01
  -3.1794818e-01   3.9105314e-01   6.2412102e-01  -1.0214662e+00  -9.7781423e-01   4.1419131e-01  -1.3414908e+00
  -1.3414908e+00  -3.1794818e-01   3.9105314e-01   3.1768798e-01  -1.0214662e+00  -9.7781423e-01  -1.0090766e+00
  -1.0090766e+00  -1.3414908e+00  -3.1794818e-01   1.5161078e+00   3.1768798e-01  -1.0214662e+00   7.3492099e-01
   7.3492099e-01  -1.0090766e+00  -1.3414908e+00   7.4943245e-01   1.5161078e+00   3.1768798e-01   1.7673001e+00
   1.7673001e+00   7.3492099e-01  -1.0090766e+00  -5.0770039e-01   7.4943245e-01   1.5161078e+00   9.4003452e-01
   9.4003452e-01   1.7673001e+00   7.3492099e-01   8.8529945e-01  -5.0770039e-01   7.4943245e-01   6.1224238e-01
   6.1224238e-01   9.4003452e-01   1.7673001e+00  -2.4809355e-01   8.8529945e-01  -5.0770039e-01   4.6545820e-01
   4.6545820e-01   6.1224238e-01   9.4003452e-01  -7.2624900e-01  -2.4809355e-01   8.8529945e-01  -3.7345034e-01
  -3.7345034e-01   4.6545820e-01   6.1224238e-01  -4.4504030e-01  -7.2624900e-01  -2.4809355e-01  -9.0949838e-01
  -9.0949838e-01  -3.7345034e-01   4.6545820e-01  -6.1291112e-01  -4.4504030e-01  -7.2624900e-01  -1.0752246e+00
  -1.0752246e+00  -9.0949838e-01  -3.7345034e-01  -2.0914408e-01  -6.1291112e-01  -4.4504030e-01  -9.0617039e-01
  -9.0617039e-01  -1.0752246e+00  -9.0949838e-01   5.6214783e-01  -2.0914408e-01  -6.1291112e-01  -1.1070726e-01
  -1.1070726e-01  -9.0617039e-01  -1.0752246e+00  -1.0639229e+00   5.6214783e-01  -2.0914408e-01  -3.6403462e-01
  -3.6403462e-01  -1.1070726e-01  -9.0617039e-01   3.5158895e-01  -1.0639229e+00   5.6214783e-01  -4.6395663e-01
  -4.6395663e-01  -3.6403462e-01  -1.1070726e-01   1.1329999e+00   3.5158895e-01  -1.0639229e+00   6.5416128e-01
   6.5416128e-01  -4.6395663e-01  -3.6403462e-01   1.4999425e-01   1.1329999e+00   3.5158895e-01   1.0801344e+00
   1.0801344e+00   6.5416128e-01  -4.6395663e-01   7.0314405e-01   1.4999425e-01   1.1329999e+00   1.0604181e+00
   1.0604181e+00   1.0801344e+00   6.5416128e-01  -5.2411585e-02   7.0314405e-01   1.4999425e-01   7.3983255e-01
   7.3983255e-01   1.0604181e+00   1.0801344e+00   2.0184961e+00  -5.2411585e-02   7.0314405e-01   1.5656630e+00
   1.5656630e+00   7.3983255e-01   1.0604181e+00   9.2415940e-01   2.0184961e+00  -5.2411585e-02   2.3369457e+00
   2.3369457e+00   1.5656630e+00   7.3983255e-01  -1.8141147e+00   9.2415940e-01   2.0184961e+00   4.1810511e-01
   4.1810511e-01   2.3369457e+00   1.5656630e+00   3.4973320e-02  -1.8141147e+00   9.2415940e-01  -9.1453447e-01
  -9.1453447e-01   4.1810511e-01   2.3369457e+00  -1.8078621e+00   3.4973320e-02  -1.8141147e+00  -1.7526934e+00
  -1.7526934e+00  -9.1453447e-01   4.1810511e-01   1.0281925e+00  -1.8078621e+00   3.4973320e-02  -1.0242999e+00
  -1.0242999e+00  -1.7526934e+00  -9.1453447e-01   3.9460031e-01   1.0281925e+00  -1.8078621e+00   3.7508466e-01
   3.7508466e-01  -1.0242999e+00  -1.7526934e+00   6.3940564e-01   3.9460031e-01   1.0281925e+00   9.7829146e-01
   9.7829146e-01   3.7508466e-01  -1.0242999e+00   8.7421289e-01   6.3940564e-01   3.9460031e-01   1.3538786e+00
   1.3538786e+00   9.7829146e-01   3.7508466e-01   1.7524017e+00   8.7421289e-01   6.3940564e-01   2.1746626e+00
   2.1746626e+00   1.3538786e+00   9.7829146e-01  -3.2005083e-01   1.7524017e+00   8.7421289e-01   1.6792727e+00
   1.6792727e+00   2.1746626e+00   1.3538786e+00  -1.3741381e-01  -3.2005083e-01   1.7524017e+00   4.4215317e-01
   4.4215317e-01   1.6792727e+00   2.1746626e+00   6.1576963e-01  -1.3741381e-01  -3.2005083e-01   3.4190733e-01
   3.4190733e-01   4.4215317e-01   1.6792727e+00   9.7789407e-01   6.1576963e-01  -1.3741381e-01   1.0714536e+00
   1.0714536e+00   3.4190733e-01   4.4215317e-01  -1.1153477e+00   9.7789407e-01   6.1576963e-01   3.2809271e-01
   3.2809271e-01   1.0714536e+00   3.4190733e-01  -5.5002145e-01  -1.1153477e+00   9.7789407e-01  -8.2785184e-01
  -8.2785184e-01   3.2809271e-01   1.0714536e+00   3.9884853e-02  -5.5002145e-01  -1.1153477e+00  -7.7307277e-01
  -7.7307277e-01  -8.2785184e-01   3.2809271e-01  -2.4828425e+00   3.9884853e-02  -5.5002145e-01  -1.8990109e+00
  -1.8990109e+00  -7.7307277e-01  -8.2785184e-01   1.1586547e+00  -2.4828425e+00   3.9884853e-02  -1.3866887e+00
  -1.3866887e+00  -1.8990109e+00  -7.7307277e-01  -1.0262795e+00   1.1586547e+00  -2.4828425e+00  -6.8745997e-01
  -6.8745997e-01  -1.3866887e+00  -1.8990109e+00   1.1534870e+00  -1.0262795e+00   1.1586547e+00   9.4809644e-02
   9.4809644e-02  -6.8745997e-01  -1.3866887e+00  -7.8645661e-01   1.1534870e+00  -1.0262795e+00   1.4509139e-01
   1.4509139e-01   9.4809644e-02  -6.8745997e-01   6.3480859e-01  -7.8645661e-01   1.1534870e+00   1.2345434e-01
   1.2345434e-01   1.4509139e-01   9.4809644e-02   8.2040976e-01   6.3480859e-01  -7.8645661e-01   8.5075876e-01
   8.5075876e-01   1.2345434e-01   1.4509139e-01  -1.7602651e-01   8.2040976e-01   6.3480859e-01   7.5655030e-01
   7.5655030e-01   8.5075876e-01   1.2345434e-01   5.6247387e-01  -1.7602651e-01   8.2040976e-01   6.0136669e-01
   6.0136669e-01   7.5655030e-01   8.5075876e-01  -1.2744288e-01   5.6247387e-01  -1.7602651e-01   4.1103635e-01
   4.1103635e-01   6.0136669e-01   7.5655030e-01   5.5417156e-01  -1.2744288e-01   5.6247387e-01   4.6466379e-01
   4.6466379e-01   4.1103635e-01   6.0136669e-01  -1.0973443e+00   5.5417156e-01  -1.2744288e-01  -2.4001565e-01
